True_Values,Predictions
2,1.6088942
6,4.3936024
4,2.8187199
1,1.0505399
5,3.5813255
6,4.8880816
3,3.3025932
5,4.1741867
5,3.9950206
6,4.951025
2,2.6819744
-1,0.65303266
5,4.257095
4,3.3497672
6,4.9118414
3,2.9515705
2,2.258615
5,4.055083
4,3.1324925
1,0.9335724
4,3.4695044
2,2.998104
1,1.0151447
1,1.2041892
6,4.3534155
2,1.6683071
2,2.6092105
4,3.6081963
2,2.0431335
3,3.0654483
2,2.2165942
3,3.2892418
5,3.8989344
0,0.13837574
2,1.8395302
3,2.5406716
3,3.0406063
2,1.8117285
12,10.012906
2,0.48863614
3,2.5245802
11,9.687584
2,1.5829637
9,8.529392
5,4.2794647
4,3.1125884
3,2.793778
3,2.0094304
-2,-0.9171766
3,1.7568704
3,1.7955955
10,8.516198
1,0.46306288
3,2.1151347
1,0.8363724
3,2.540883
0,0.9393538
3,1.4987553
3,2.059464
2,0.8802328
1,0.2824434
2,1.0460652
3,2.5095234
3,2.6365747
10,8.133511
5,3.448748
6,5.2625103
4,2.8428576
4,2.939466
2,2.326127
4,3.360459
2,1.7848331
4,3.4992528
3,1.7084551
1,0.65972877
3,2.3815944
5,3.2799451
4,2.7843418
4,2.9499807
5,3.813038
3,2.5092125
7,5.606928
-7,-3.2674537
3,2.8047109
6,4.5907197
-1,0.4755355
3,2.65416
4,3.3146224
4,3.8381362
5,3.8286934
4,3.3115897
2,2.5131607
3,2.8598127
3,2.7809482
5,3.8889763
0,1.3161826
3,2.3791199
1,0.46742332
3,2.4862604
2,2.3469818
2,1.9000157
3,2.4160256
6,4.386677
2,1.7486513
4,2.7862284
0,0.15093742
3,2.770884
3,2.7550988
1,0.72765124
2,1.4471338
0,0.02802991
2,1.6734333
2,1.3808252
0,0.14527486
2,1.748993
1,0.69716907
2,2.2647867
5,3.9836285
3,2.5676346
5,3.7429047
3,2.0030112
4,3.070538
0,0.41776133
2,1.5723664
4,2.8982782
4,3.0655038
1,1.7071444
5,3.7380428
-1,0.43811667
4,2.9186456
3,2.6819448
3,2.0603924
2,1.3582591
3,1.9761913
3,2.6216912
4,2.6985183
0,0.14038049
2,1.572141
3,2.602698
2,1.7729809
2,1.2512261
6,4.6617856
2,1.8128685
4,3.0629406
6,4.5699806
4,3.5822961
2,1.2459824
6,4.0122695
1,0.40735126
10,7.8161473
1,0.77089834
4,2.716405
2,0.81100154
4,2.9791791
2,1.1674272
3,1.8757036
1,0.7498137
1,0.76985645
1,0.15091477
3,1.2294432
0,-0.247965
3,2.9763942
2,2.6894078
5,5.2582407
-2,-0.55953515
9,8.120473
5,5.522321
1,2.3389835
11,10.750855
1,3.1171594
9,7.9701304
6,5.6162386
2,3.4101841
4,5.0565033
10,8.791738
3,3.759269
1,1.1941134
9,8.560866
8,6.728507
3,4.0660415
11,10.775088
10,9.664981
11,9.988124
3,2.9435933
6,5.537772
4,3.8917065
6,5.7022033
12,11.2103815
2,2.4627678
10,9.370328
11,9.607337
2,1.2415067
2,1.5044848
3,2.0614908
1,1.3370209
2,1.4219581
4,3.159415
2,1.5372277
3,2.6923013
-1,-0.1275611
2,1.9130106
2,1.3156594
1,0.38202167
4,3.6803756
3,2.087717
2,1.1376345
3,2.1959853
0,0.09828102
2,1.112128
0,0.04116117
1,0.533702
0,0.22535466
3,2.7085965
3,2.1874995
3,2.8213663
6,4.259603
2,2.1858172
1,1.6221342
2,2.2596955
3,3.8353403
3,2.808214
2,2.0471432
4,3.2320654
2,1.6337473
4,3.1033144
3,1.5200633
3,2.3750262
11,9.09257
6,4.3051934
5,3.5307717
6,4.9428005
5,4.1370935
8,5.4625616
4,3.2709448
3,2.461186
6,4.192142
5,3.9102383
9,9.581964
3,2.158135
2,1.0095052
2,1.4271992
2,1.6607999
2,2.0210333
10,8.732704
2,1.9326681
2,2.2346826
3,2.1356857
4,3.4423351
5,5.1467314
2,2.5423238
3,3.1792045
5,4.7908115
4,3.4023297
2,2.1750083
2,1.8303647
3,3.403107
7,5.2285814
3,2.58232
5,4.006486
2,2.353267
4,3.3117378
0,2.0701191
2,2.0566103
6,5.262788
5,4.110965
4,3.222473
4,3.815631
5,4.063616
3,2.9724512
0,-0.40851653
2,1.2437342
0,-0.03568114
2,0.7369677
3,2.902884
4,3.572986
1,0.93202364
5,3.5015304
6,4.511097
0,0.35672987
1,1.3340758
3,3.6964557
3,3.2697327
5,4.419202
2,1.8365693
4,3.965449
2,1.9282612
5,4.6880255
-1,1.3864568
4,3.6627917
6,5.8880267
3,2.3376172
3,3.1309574
6,5.5912857
3,2.3517816
0,0.8597866
9,7.201417
4,3.498055
3,3.039176
4,3.7964883
6,5.427827
2,1.6231198
5,3.4474275
7,6.1026216
5,4.740901
4,2.8331394
4,2.71202
4,2.9310179
4,3.0996604
2,2.4381733
2,2.7343805
3,3.2192864
3,3.035314
3,2.841075
2,2.4966602
3,3.027363
5,5.064289
4,5.0648403
3,2.927588
2,2.269465
2,2.5263183
3,3.705738
3,1.4272934
3,1.6355076
2,1.00266
2,0.9141712
1,0.35331154
4,3.32056
0,0.08713376
2,1.0478171
3,2.3612175
0,0.6638857
4,3.4751506
9,9.062545
7,6.835059
9,8.000493
8,8.198911
1,1.2514211
3,2.2395828
1,0.9857739
2,1.5270807
13,12.3402815
5,6.386619
6,4.0091105
3,2.6213603
0,0.78092
3,2.4208784
5,4.0450253
2,1.0321742
2,2.2430658
3,2.6095757
4,3.3727846
4,3.1209497
4,2.9449196
-8,-3.7874615
2,1.8288983
3,2.7745686
14,14.769097
3,2.3596456
3,2.364495
5,5.378998
2,1.9869585
2,1.4655335
5,4.0139985
-1,0.39915645
4,3.2080855
0,-0.08883024
3,1.9553033
1,0.41976368
1,0.5829822
1,0.60632193
8,7.4784503
10,7.9006767
1,0.6630895
3,2.1850705
3,1.7286488
3,2.8191404
6,4.5089607
2,2.2802377
1,1.5093768
5,3.9183357
3,2.4040084
3,2.0410838
-1,0.6385248
2,2.318582
2,2.3874161
5,3.8174124
0,0.8179903
3,3.0174785
5,4.279919
7,6.181902
6,4.246126
5,3.8934805
5,4.167919
7,6.1185045
4,2.9712393
6,4.938361
11,11.574123
7,4.8330812
4,3.6420388
13,10.814414
4,3.1602798
4,3.1989946
1,0.17564248
1,0.5923945
8,7.1212196
3,1.729614
2,1.1550013
2,0.8936256
0,-0.06638361
1,0.78626955
1,0.32189667
3,1.835561
3,1.3307992
3,1.6395948
5,3.97944
-6,-2.7150984
0,-0.0394112
5,3.513958
3,2.1413407
6,3.5395412
2,0.37511075
8,7.074663
3,2.7285094
-6,-2.565417
5,3.0078082
4,3.1115718
2,1.9297159
4,2.6668088
2,1.8683836
8,7.1908884
2,1.5964527
1,1.3536781
3,2.1388288
3,2.2065861
1,1.0059259
1,1.3848586
2,2.467039
3,1.9241942
1,0.45109475
3,1.5019789
2,1.2064962
3,2.7108164
3,1.7844748
1,0.65310466
1,1.4167818
3,2.0975223
3,1.9126245
2,1.20673
2,1.1178876
6,3.8924108
5,3.3995476
2,1.1573193
1,0.45143378
3,1.7934203
3,1.9320275
2,1.0413326
-1,-0.5272397
8,4.96535
5,3.7687774
10,9.485181
8,6.34009
2,1.9558171
6,4.497188
5,4.0312424
7,6.4202166
4,3.1557918
6,5.2212505
14,12.531283
7,5.6305094
8,5.813099
5,4.164786
2,1.850393
3,1.9581468
5,4.826357
3,2.0748336
9,7.026684
4,3.7865891
9,9.577872
1,1.0372624
7,6.0822325
3,2.4530013
4,5.0812345
5,4.5052347
3,2.8817117
7,6.513433
5,4.692505
9,8.20435
1,0.8075259
4,3.1946259
0,0.31324685
-1,-0.24345054
4,3.427577
0,0.289703
2,1.804695
2,1.5523916
1,0.9542426
2,1.7763158
2,1.8079547
3,2.3668158
2,1.2785391
5,4.195043
2,1.1941093
2,1.4292387
6,4.325262
2,1.4568139
8,5.664697
3,2.9271626
4,2.8258038
5,5.5050564
5,3.413706
2,1.6502063
2,1.1500084
6,5.09954
1,0.5680946
3,1.3167057
2,1.5772158
2,1.486636
4,4.8089495
1,0.31191576
1,0.38644063
1,1.6365247
8,5.802166
5,4.41613
6,4.363028
4,3.0637045
5,4.1111135
2,0.81846046
3,1.549424
3,1.4118637
2,1.0659171
0,-0.034355175
3,1.927997
2,0.91787636
0,-0.017980466
5,3.8308358
1,0.6907414
2,2.1505861
2,1.5670601
2,1.6850109
2,1.6414722
6,4.989773
2,1.6205884
2,2.0594096
6,4.264759
4,3.2116442
12,10.994114
1,1.270601
2,0.9366983
2,1.4861463
2,1.2081426
1,0.5098729
0,-0.06661642
2,1.580321
4,3.0048175
5,3.6282735
1,1.4755913
2,2.3348174
2,2.3919299
1,1.7485913
4,3.3526332
3,2.9427605
6,5.025319
1,1.6734698
6,5.1316624
2,2.384387
2,1.1118366
3,2.0187242
4,2.9066536
2,1.824148
11,9.509713
1,1.607397
8,6.684065
2,1.2030386
1,0.71497726
2,1.6227634
2,0.97526896
2,1.5652323
2,0.8299049
4,4.6729827
1,1.5262568
6,5.6905737
3,2.9171588
1,0.8414736
10,9.509245
5,4.1849737
5,3.5924697
3,2.6892672
4,3.3356237
3,3.429769
4,2.9805288
2,2.1835515
3,2.1438296
2,1.5328302
2,1.456463
5,3.50384
2,1.8217056
1,0.5365709
5,4.552161
3,2.4363766
4,3.0388107
1,0.9895419
2,1.65767
4,3.2159264
2,2.2600875
2,1.0205983
1,0.59037375
3,1.6282722
1,0.51582015
2,1.2298673
2,1.1428663
3,2.1577806
0,0.05672585
5,3.2731729
2,2.1278374
3,2.4430318
5,4.3774867
12,10.926084
6,7.2829633
11,11.160583
10,10.358821
6,5.83109
5,4.5320354
5,4.6356325
4,3.050316
2,2.392924
3,2.7886674
9,8.9050455
0,1.0231458
8,8.216463
2,2.184675
1,1.1495774
11,9.180945
1,1.2680837
1,0.98038876
11,10.968251
3,2.7489057
2,2.4124951
5,6.835187
-1,0.20222889
4,3.1307697
4,3.023179
5,3.0333114
-2,-1.0178155
7,4.4526925
2,1.1503896
5,3.284886
2,1.9566152
4,3.5769598
5,4.293769
4,3.6541033
4,3.3932247
12,10.833072
11,9.229188
6,4.983872
5,4.216127
5,4.106908
6,4.707109
3,2.124901
0,0.68591225
5,4.0113482
2,2.1904595
4,3.320441
6,4.5259094
0,0.77875364
4,3.2800279
2,1.6201137
10,9.843421
2,1.8994772
10,9.357491
4,3.079082
5,4.2847524
4,3.2286801
3,3.2505536
6,6.994922
-1,0.006035914
0,1.1004314
3,2.5958524
2,1.3339734
6,6.8238497
9,8.244769
1,1.264803
1,0.95269346
7,6.9332247
1,1.4839166
8,8.633946
1,1.1392659
1,1.031784
1,0.7738359
3,3.5517976
8,8.842643
9,9.35161
2,1.9217386
7,8.625073
10,10.575971
7,6.584403
1,1.0604934
1,1.2587707
4,3.743957
1,1.1349319
2,2.2232404
2,1.943231
3,1.9090776
2,1.7069191
0,-0.17972447
10,8.451253
5,2.7486873
2,1.378575
0,-0.11216999
6,6.3132544
1,0.06879675
2,0.7544106
3,1.4684813
2,1.6087705
1,1.3922925
2,1.9872334
5,5.299576
2,2.03083
2,2.4649024
8,7.7757363
9,7.885281
4,3.2460952
3,2.1411378
1,1.0883858
3,2.4879265
1,0.8861046
0,0.2427182
6,4.286067
2,1.943591
1,-0.0023076632
0,-0.5524595
1,0.44887972
3,2.6034265
5,3.7545397
3,2.607864
3,3.2517035
-4,-1.3559272
3,2.6671362
4,3.2212543
4,2.9501987
5,3.8565543
6,4.083975
5,4.13554
4,3.1785553
5,3.7266197
3,1.9178642
2,1.6128377
3,2.0043712
0,0.76870143
0,0.23938225
-1,-0.032804262
4,3.8563035
0,0.1936147
0,0.30098045
1,0.46464574
4,3.523206
9,8.12087
9,8.455035
4,3.5842319
5,3.9775257
1,1.2161072
7,6.2384505
2,1.4466522
2,1.2407831
3,2.9479566
10,8.85701
2,1.8755482
2,1.2547538
9,7.7519917
0,0.10800456
3,2.250392
8,8.439939
5,3.4758637
3,2.4901152
6,5.3045244
2,1.3274206
3,3.036545
7,6.117865
5,3.763575
0,0.93526006
3,3.6639109
5,3.8337579
2,1.8808447
3,2.268972
7,5.8499236
0,-0.4791566
-1,-0.9288057
2,0.54913855
2,0.9066987
1,-0.18387426
0,-0.47364426
1,0.4372276
1,0.17318438
3,2.1253486
2,2.0263271
11,9.411693
4,3.810073
4,4.155695
-2,-1.3727269
3,2.837583
6,5.663161
6,4.229524
5,4.827542
6,4.6434193
3,3.4447935
5,4.064678
5,4.4321814
3,2.580337
1,1.6419308
2,1.9722351
1,1.4635501
3,2.481939
1,1.8573586
2,2.2808223
0,1.1521769
0,0.64203346
2,2.343119
2,1.8624761
1,1.766181
3,4.593649
1,1.2844373
0,-0.012706886
2,1.5621985
4,2.0503626
4,3.0853877
4,2.487195
2,1.7323991
3,1.9492872
-1,-0.1546432
4,2.9402628
4,2.5058188
4,2.8002563
4,2.8744717
3,2.4042294
2,1.7088792
4,3.4224038
6,3.8211377
3,1.3912547
3,2.0831237
2,1.2493716
0,0.56686914
5,4.053006
3,3.197843
4,2.7611253
5,3.931315
1,1.1620568
4,3.0793004
2,1.817281
12,10.41355
4,3.4120424
2,1.4817166
4,3.342025
0,-0.4286257
2,0.9685459
2,1.4491426
1,0.78814316
3,2.4479966
2,1.8196837
2,1.578449
3,1.761659
5,2.9252744
12,10.010862
5,2.856059
0,0.25091434
0,-0.40545917
4,2.2504425
4,2.383634
4,2.9252844
4,3.2661657
6,4.8914223
7,4.9519434
8,5.9849973
2,1.7400385
6,4.0779557
5,3.3609467
1,0.93984663
3,1.4842372
1,0.60237896
0,0.30183578
4,3.2503257
4,3.059709
-1,-0.6177083
3,2.0821605
2,1.367595
1,0.730286
5,3.0945048
3,2.167016
16,12.523816
13,12.305831
2,2.3612783
7,5.613963
2,2.8111515
6,4.875668
2,1.7407588
0,0.70628226
4,3.8001873
2,2.574969
3,2.640851
2,2.4026866
5,3.9067547
7,5.637621
5,4.0389633
4,3.0927997
2,2.6658516
2,1.56701
14,10.973201
4,3.8605647
6,4.6337776
1,1.5792669
2,1.7642394
1,-0.05878533
1,-0.017767558
2,0.8495475
1,0.12687431
3,1.2271341
1,0.45705914
7,5.023449
4,2.8557749
2,1.9940752
3,2.354727
4,3.7185497
7,7.917849
5,3.8892708
2,1.9161311
3,2.6795955
4,4.2675548
0,0.46447384
5,4.167971
3,2.9516642
3,2.9581585
1,-0.016170392
2,1.0641001
2,0.71153533
1,0.17994545
3,2.260417
2,1.9139758
3,1.7153925
2,1.3419607
2,1.2697824
-2,-0.3947823
2,1.7233602
0,0.23759018
3,1.9709799
2,1.2951082
3,2.7231932
2,2.0418308
4,3.1203985
3,2.2991815
3,2.381556
2,1.8367172
10,7.66757
1,1.5078157
10,9.29291
5,3.8767526
5,5.255391
3,2.109549
5,3.9650612
3,2.574173
1,1.3426856
0,1.167838
2,1.8657159
2,1.9472929
4,3.8535986
5,4.3765545
10,9.350169
3,3.6420217
5,4.2853346
8,6.821086
9,8.145982
7,6.0337095
13,11.776593
10,9.476087
7,6.358471
11,10.130921
5,4.759259
5,5.316307
8,7.448468
2,1.2826324
4,2.4757423
7,6.474882
-9,-4.8562584
5,3.1330266
3,1.9978054
2,0.75892425
0,0.06644439
5,2.996735
4,2.7219648
4,2.4224572
0,-0.36361444
0,-0.23091115
4,2.0110338
2,0.71066177
2,1.19692
2,1.2515625
2,2.4021757
0,-0.30368257
3,2.467183
9,9.365834
4,3.5825253
0,1.1780012
10,9.042066
2,2.1504252
9,8.058587
8,8.424285
15,15.192862
11,11.826486
9,9.777844
6,5.4882
2,2.6113725
1,0.46154833
0,-0.10853947
2,1.0052953
1,0.3994913
2,1.1079603
5,3.917274
13,13.700858
2,2.0993
1,1.0914763
1,1.4742146
1,1.5372446
2,2.2744284
3,1.9703962
0,0.22363637
2,1.4751403
2,1.335436
1,0.8530425
3,2.5637982
0,0.17492436
4,2.6501644
4,3.0177243
1,0.7582097
1,0.8195213
2,0.8586595
0,0.3488078
1,0.891461
3,1.9263276
5,3.4138153
1,0.89774823
1,0.90848505
2,1.4580917
1,0.803934
1,0.54348004
11,8.545127
1,0.52855706
0,-0.16094245
0,-0.08856738
1,-0.038372528
1,0.12578712
5,3.7825172
2,1.442114
2,1.4547302
2,1.5920715
1,0.7491323
3,1.551103
3,1.6133832
3,1.6597207
2,1.173952
2,1.8223938
3,2.637064
2,1.6585081
2,2.5411716
2,1.5093864
2,1.3592626
4,3.1717114
4,2.912328
2,1.9858532
3,1.9676801
3,2.414976
-1,-1.5495683
2,1.4633114
3,1.8235043
3,2.1710777
2,1.3152499
2,1.2703089
2,1.3970555
6,4.9245825
1,0.6990489
4,2.4687674
3,2.1693602
3,1.7914752
2,2.020196
2,1.3795412
2,1.787038
1,0.77755165
2,1.9107788
2,1.7725765
1,1.157368
3,3.178257
6,4.975212
1,1.4077592
5,3.8189921
4,3.737493
2,1.8814517
4,3.8520334
2,2.5892112
5,3.7954051
3,3.1744676
9,6.222171
0,1.4876595
3,2.6815262
5,3.901624
2,2.5094254
5,3.843453
7,5.247058
6,5.1056814
3,2.8565137
12,10.493554
5,4.413678
2,2.2449684
1,0.38362074
0,0.5947931
0,0.022377005
1,1.3632205
1,2.0188954
1,0.9224441
2,1.6433364
6,3.8461132
7,6.216223
8,6.3316503
6,4.3339386
11,9.664447
5,4.1059384
10,9.200177
7,5.811547
5,3.6624498
0,0.07350337
2,1.6404642
2,1.4470665
5,3.9635506
2,1.7016674
6,5.1573105
-5,-1.9900013
6,4.8428288
6,4.251874
1,0.92530537
1,0.6980953
4,3.286563
2,1.5927738
1,-0.15897574
1,0.14357434
-8,-3.1160598
1,0.4789344
10,8.604119
6,3.1057477
10,9.88767
4,2.5975924
2,1.8894
2,1.6452258
2,1.3103693
4,2.9574013
6,5.2220345
1,0.17976962
1,0.59485734
2,0.6086577
0,-0.36086822
1,1.5415475
0,1.8739719
8,8.878854
7,8.789033
11,11.585412
15,14.227147
4,2.579617
2,1.5738175
1,0.7989619
0,0.5147188
14,14.063319
2,1.8267019
1,1.3072933
1,0.14677332
9,8.486859
2,1.069289
2,1.1562117
2,1.0292889
1,0.6484672
1,0.7705699
3,3.7962613
6,5.967737
2,2.3305788
2,3.3545146
10,8.832463
0,1.7930101
4,3.7797987
4,4.453087
3,3.5014243
6,7.7967796
3,3.1447005
2,2.7319593
2,2.356315
5,4.6414495
5,4.990138
2,1.5908047
1,0.59351003
6,4.739775
10,8.970708
6,4.2371893
4,2.802009
4,3.265853
8,6.437763
5,4.42774
2,1.7977176
2,1.4493154
2,1.1821018
4,2.684887
7,4.9953504
0,-0.64723504
1,-0.035751116
13,10.919645
2,1.5399536
3,2.5613277
1,1.0716418
9,8.493112
0,1.4623145
6,5.0821314
5,4.666709
0,0.9887191
2,1.9879868
-2,-0.41879535
0,-0.5735142
3,1.6015716
2,0.76379156
0,0.0018780133
3,1.2947695
2,0.67121637
1,0.6482812
12,10.101081
2,1.9088379
2,1.3732342
16,15.49163
5,3.3167715
2,1.5030004
1,1.2289466
2,1.4406381
1,1.1079717
4,3.4020047
1,0.32469904
2,1.9119947
2,1.469081
3,1.3645546
0,-0.6474922
2,0.9009428
6,4.120427
6,4.6288147
3,2.6161726
5,3.443116
5,3.2446313
1,2.2644088
5,3.5329752
4,2.731091
3,2.7198029
3,2.4323435
3,2.5325532
2,2.118759
3,2.7848983
2,2.4954567
2,2.2822714
4,3.1386895
3,1.8202252
6,3.7549896
1,1.1225337
-2,-1.9142975
2,0.9710797
2,1.5729656
0,0.71687746
2,1.630377
11,9.626992
2,1.3922781
8,7.7910943
10,8.449088
2,1.9152461
1,1.2588797
-7,-3.4641576
9,8.059075
9,8.373004
3,2.595028
9,8.246726
2,1.3134371
6,4.5084515
2,1.4395612
3,2.2773817
2,1.9943868
5,3.39702
2,1.9531051
2,1.5649973
2,1.7722542
2,1.0108104
2,1.1609312
1,0.29509902
7,5.1713142
2,1.9911116
6,4.4078
1,0.38931096
5,3.2972493
1,-0.13481893
1,0.5333619
5,3.2290704
6,3.7579799
3,2.5284464
2,2.011642
6,4.8311405
5,4.5051455
1,1.0167941
0,0.6544733
1,1.1910871
4,3.1839452
12,11.654632
4,3.297419
1,1.2307202
2,1.9838682
3,2.3356476
1,0.050813306
1,0.104794614
1,0.13085936
4,2.8773174
5,3.8281326
2,2.0202365
4,3.1723156
4,3.957676
2,1.9192677
1,1.3132255
2,1.2245985
3,2.065057
1,1.1747322
-1,-0.014708172
1,0.8203589
1,1.909313
2,2.0105977
1,1.6417018
3,3.4261494
8,8.092893
2,1.8343692
11,9.712184
1,1.4706249
7,6.35013
13,11.845784
6,4.920705
2,2.392061
2,2.4316182
8,8.664547
4,2.9619136
10,10.12987
2,1.7412027
-1,0.39993548
3,2.0150383
2,1.7857652
3,2.5209527
2,1.6000997
4,3.4663815
2,1.7810345
1,0.50960886
6,4.670705
1,0.6526971
2,1.3812089
1,0.70305145
2,1.2982635
-1,-0.19447626
2,1.46259
2,1.8449181
2,1.7126422
3,3.0070338
2,0.9725965
2,1.4938802
2,0.8052131
1,1.2833531
2,1.796297
9,7.089908
10,7.988328
1,1.2001048
3,1.6735235
6,5.322212
5,3.7836728
5,4.342987
0,0.60012126
7,5.5126348
2,1.8306111
14,13.338421
3,2.3033319
4,3.8126366
3,2.2919288
2,1.6913608
1,1.3329026
2,1.7139443
12,10.0689535
0,0.78299785
12,9.790182
10,8.637643
7,5.627718
9,8.754125
20,19.903929
4,3.2231543
3,2.5391865
12,11.610123
9,8.711068
3,2.695056
2,0.66504586
2,0.6911166
1,0.25521326
1,0.22301649
4,2.3805997
5,3.043827
10,6.6384797
4,3.2443662
5,3.2668285
2,1.2376813
5,4.054365
6,4.4657063
6,4.983428
-1,0.27134287
4,3.3787973
4,2.9311528
3,2.8699594
4,3.359274
4,3.669052
2,2.0399287
3,3.0449178
6,4.838168
4,3.39324
5,3.2956529
2,1.6486528
-1,-0.2631787
-1,-0.18860354
0,0.52078927
3,2.3071406
1,-0.06994987
-8,-3.4568017
1,1.6495847
3,2.9246888
4,3.7262645
7,5.691673
4,3.7057405
4,4.507966
1,0.8758576
3,3.1156454
5,4.3816733
3,3.236877
3,2.555759
4,2.682664
0,0.45352805
3,1.8618385
3,1.9595165
1,1.4109027
3,2.5536473
1,0.62996626
2,1.1878984
2,1.9280893
6,5.363116
5,4.171549
2,2.8085542
2,2.194357
10,9.194433
3,1.7627219
4,3.9277081
1,1.6302284
2,1.749675
10,8.977708
6,6.250444
12,10.487333
6,4.5320024
1,-0.23852862
2,0.6933783
2,0.77941144
3,2.063198
3,2.068654
1,0.29778337
1,1.1889777
3,2.417819
2,1.4865805
2,2.1964006
1,1.4545649
5,4.9878325
4,3.0658565
1,1.5754695
2,1.8447682
3,2.318316
6,4.1194925
2,1.6088952
3,1.8009714
2,1.1184053
3,2.0411963
-4,-1.6604239
4,3.0089855
6,4.36959
2,1.7272986
1,0.3881402
2,0.75235534
1,0.40111637
4,2.841663
1,1.1102875
9,8.624318
3,2.4114442
3,1.5794713
3,1.8749628
2,1.0800462
9,8.033933
5,3.9211566
4,3.4753222
3,3.3237824
13,10.9669485
11,10.56103
6,5.067108
1,1.3653318
4,3.7428238
5,3.87662
5,3.7679849
3,3.2824714
2,2.444296
1,1.512412
2,2.24819
3,1.8470405
2,1.8805562
2,1.0120546
1,0.78287613
3,1.5433391
3,2.4929051
0,0.020598164
2,1.4021685
0,0.059786785
5,4.4735327
4,3.1919188
2,2.114921
5,4.6766987
1,1.3748751
-2,-0.43867862
4,3.106503
1,1.4453932
1,0.95223176
2,1.8510481
2,2.049653
0,0.59489334
2,1.5825076
2,2.4910827
2,2.1926537
4,2.6399808
2,1.6485312
3,2.599413
4,2.7549796
2,1.8550597
2,1.411907
4,3.1025257
1,0.81516576
2,1.3745004
2,1.7773551
1,1.2656463
3,1.4612358
6,5.007375
12,9.232362
10,9.250566
0,-0.053613435
0,-0.27217615
7,5.857317
12,11.510206
18,15.727058
1,1.2867374
8,6.419671
1,0.95354533
0,0.37352145
1,0.9743148
4,3.6192997
5,5.8263226
3,3.301121
5,4.046161
2,3.0211906
7,7.5467176
1,1.6237798
2,1.3458017
2,2.365588
3,4.7284384
4,2.9140053
5,4.36905
3,1.7477323
2,1.1780874
6,4.0880947
9,7.689649
7,4.754695
4,2.6374846
10,9.095555
6,3.964682
5,3.855505
5,3.893207
5,3.01129
3,2.0494444
3,2.7649348
11,10.128356
6,4.435852
4,3.202422
4,3.6189537
8,6.7556887
2,2.0134351
1,1.6106753
3,2.9609551
1,1.2186633
3,3.2191467
4,3.6647835
3,2.7421255
1,1.2256473
3,2.5642657
2,2.2857528
4,3.3172922
2,2.6392212
1,0.7862178
2,0.9284849
1,1.041178
2,1.1757885
0,0.122038476
2,1.3176578
2,1.9499575
4,3.1860814
4,2.7794857
3,2.3856459
5,3.6411648
2,1.7263241
4,3.1149988
12,9.894172
3,2.8644261
6,4.740636
5,3.5427585
4,3.3581572
4,3.3343372
12,10.212236
2,2.055603
6,5.1793866
9,7.240487
2,1.0774742
3,1.8032932
2,1.05803
10,8.057609
1,0.40584838
5,3.6094246
3,2.5286498
1,0.8939656
2,1.5969285
2,2.5317032
13,10.915696
4,3.4633946
2,2.4684575
6,4.511343
2,2.959086
4,3.4126353
3,2.5059066
1,0.59670246
3,2.011896
2,2.0737505
3,2.1597428
2,2.3941193
4,4.418782
9,7.1187344
1,1.503592
7,5.9442043
6,4.734602
4,3.0364103
5,4.228918
6,4.539133
2,2.827105
3,3.3482785
3,2.6557994
4,2.3476577
2,0.7663677
2,0.94659317
3,3.2930717
3,3.0435944
5,5.064977
2,2.014584
3,2.32589
7,5.5357647
5,4.2727766
3,2.7693577
2,1.3920319
2,2.522461
5,4.1309466
3,3.0559225
3,2.2991333
3,3.1168633
6,5.9637384
6,5.0884614
5,5.385295
8,8.83434
5,4.9459906
8,9.360248
5,5.823846
4,4.544695
6,5.831217
5,5.067202
6,5.577688
8,6.5737944
8,8.923768
7,7.129175
3,1.9878349
5,3.6053772
5,3.5910666
6,5.4003015
5,3.8819509
1,1.402347
3,2.313115
2,2.1222525
0,0.9776095
4,2.879918
6,4.8841457
4,3.1541452
3,2.486323
6,5.2008047
2,2.343341
14,11.8022785
18,17.39312
12,10.439256
11,9.7737875
4,3.792008
2,2.6537008
14,13.302905
18,16.568731
6,4.808343
18,16.15095
6,4.909922
11,9.841689
5,4.45872
3,2.017927
2,1.4788058
2,1.5252198
2,1.654234
4,2.8513503
0,0.58969533
2,1.6683264
5,3.8869405
3,2.166329
11,9.813397
2,2.078699
4,2.6705647
3,2.7118988
3,3.1042075
1,0.5069252
2,1.7433745
2,1.4533561
2,1.2436732
1,0.7911247
0,-0.1669866
0,0.23543833
1,0.059092034
0,0.1034249
1,0.1650698
8,7.23247
4,2.508121
1,0.39496064
-1,-0.702973
2,0.8883811
2,1.2209358
3,1.7257824
0,0.016456833
0,-0.06071676
0,-0.006492863
1,0.48955715
2,0.98667943
3,2.4506955
5,3.68679
3,2.7154293
2,2.1258664
3,2.4636412
3,2.7639537
2,1.3338923
3,2.2122698
2,1.3837942
3,1.8101071
2,1.5894042
2,1.4535277
11,9.711286
4,2.0882816
2,0.79444563
3,1.4507157
0,-0.17455615
1,0.908749
2,1.6070334
1,0.8536304
1,0.9499817
1,0.3472538
2,1.651844
5,3.575243
3,2.5003233
4,2.8301
5,4.1678247
6,4.7136574
4,3.0623512
0,1.0676194
4,2.3496294
3,2.2096531
4,4.054636
3,2.529172
4,2.989918
1,0.63074243
4,3.4221568
0,0.6029228
3,2.0701385
0,-0.3797058
-2,-1.5345956
0,-0.4858402
2,2.342659
3,3.1256268
3,2.595355
3,3.0419488
4,3.4756415
4,3.9423277
0,0.561733
